"id","median_house_value"
19109,211632.669367997
17007,307555.421286029
1229,92437.2982066229
18154,266460.072124057
20519,74050.8540277421
4499,117601.016928317
16552,183495.502452842
5303,367314.903771788
7573,167335.053000849
6412,229717.387718085
19301,188128.684987726
15919,282749.105431568
6707,231083.430264829
20304,280344.247548707
11611,320829.245943037
5518,381561.792227258
8917,212968.180085053
14706,313614.481644857
9153,259602.423314612
8434,263530.77884036
6202,192285.159669543
16377,72852.7954703645
33,167858.73493763
15016,271539.155664548
18575,176827.52164244
2224,201840.083637755
2278,170442.444378323
10158,287836.17259566
13523,220611.291399636
6865,229762.538208627
4779,186031.969098776
2326,81711.7958653026
4132,169678.572471293
2800,4986.7146939346
5841,243977.124932833
6755,236428.359998072
4352,239181.476581612
2687,77903.8780224752
9725,249292.837982352
2232,140054.711289957
14030,223354.598534838
16859,242776.261711236
8994,296947.405052519
11828,127838.128790405
4289,157259.984893009
14228,212195.811600011
4473,168663.492438089
1539,345252.136814869
3717,194245.534785935
2900,68561.4324820049
15175,310027.054809995
9139,232167.370182232
14829,164342.22954766
20335,267481.368313742
8295,290140.659561226
11560,220707.482728277
16310,139048.18807278
549,253398.440160229
3789,178246.225715297
8230,214920.184145163
9068,170657.507061718
16345,186230.790306113
11143,190977.018028861
6792,192646.409636346
16538,113451.254544086
18540,226664.584951735
7741,203068.756744781
15497,291322.28402068
19339,214891.863663318
3341,142268.708915949
4655,206636.747791887
13465,87868.8149666039
19936,97312.5937210088
11052,207713.953371591
17268,303583.503284224
10920,126828.108736237
145,229076.236916825
20583,173026.279015588
8353,289353.039088607
5873,258525.314397833
6851,221203.131957714
12535,79343.3381130488
2544,181453.522882986
3229,86524.021719803
18798,97280.4655829438
16979,289121.559801879
4895,150669.813520308
9714,246761.9238204
10796,260862.420239019
206,156974.573265547
19641,127421.054966355
11931,172513.058358372
8902,298330.48877357
13723,52306.3436289686
19989,118023.194109362
13652,191863.285798381
2503,29500.1926907541
8681,219529.885243058
13057,94394.698030925
7352,115370.738898435
4457,152074.717010821
6558,373105.067924288
5469,247187.527884352
12894,110275.592607599
759,259438.896564274
15820,193227.944051456
12217,210224.421972984
10399,269182.373961758
1518,267380.29817806
1163,65427.7742489609
6126,171067.374180472
20521,109447.48087075
1898,32071.5821902906
1118,74657.8245223807
10128,328359.640588139
8360,260867.294114744
10043,93102.4109078668
18350,84930.6780816644
2903,79129.4453377173
19184,216068.281232289
13578,105615.510230476
6234,182514.808881896
10266,254690.521356739
6517,43624.5688211341
7548,206331.85933953
13161,184958.636383287
10332,303284.699373036
16681,278122.423708208
2245,145099.387962129
4946,165452.008298353
6051,85009.2753931877
10592,284433.071123698
1911,84598.2287769858
785,275011.216527268
11027,288131.461580858
16043,237696.43828865
9082,9666.80858750353
11313,232454.614333474
6191,199857.32623647
18878,198170.003879686
18127,303650.486916283
7422,178008.843444756
11904,140875.512075829
11624,212921.159677781
3407,197777.442156715
5823,335560.283839345
17327,269329.469630695
1954,83972.1520833154
4027,286937.144506392
19387,125860.933966198
7756,217954.697878234
14747,205365.361410218
12804,211156.90348932
2868,103062.368537385
9443,86125.8380551126
9899,146164.555982852
3882,264144.23218396
16401,234377.463350605
146,301846.579400477
19221,183794.080934703
16871,298377.064169262
11907,160189.24070149
20209,352953.89803172
16999,353321.674225283
4971,132679.885407603
3347,10859.7513750084
3422,128232.080540514
18326,499017.55070614
16222,173774.309482543
546,319353.359025065
13026,113620.201746199
13010,130717.157839818
2997,143095.398220965
15123,244498.323941969
12614,185381.735797202
18055,396869.658988803
6038,86033.3245666939
12968,104442.169574843
4448,157010.428608718
18771,62099.411209871
11783,16171.6891214315
5452,304230.619362569
1741,166287.645986141
4949,139276.430940885
14434,206681.097548284
18062,487733.500242848
15858,272254.735229446
13591,63525.4585119235
17758,268602.408921932
3157,69476.7490867275
11128,152465.697727353
10350,340678.946277424
2394,112365.776755835
16007,362014.355479835
15914,234717.357152902
16081,299205.796326427
13339,163320.860100742
85,150625.859543288
7562,142958.298140613
17080,273694.987271249
6379,305207.560914142
17446,256877.446734709
12018,126169.578431493
17502,203163.251644027
8046,250530.991479424
11681,227148.428658709
13959,251590.498408989
4370,248194.584619371
2198,43850.1928641384
726,206618.212419117
11838,88992.8710160155
7358,83060.5944692231
13589,89234.1165973851
8833,295738.433745247
10486,296767.634022013
2205,190112.540054134
10045,105231.191946946
16668,234453.229058231
20582,138628.227034406
13267,129355.26760814
10025,49062.8688885522
18691,267623.795077991
5535,327432.308754202
4438,154443.981184861
7001,194796.445801557
12584,58720.308058994
9215,66993.3168400814
17272,290263.073675284
7641,261258.433653578
13594,70447.5078534758
19589,158374.01953895
10890,282489.309385332
6142,146769.18513309
15284,268487.87769769
18290,315937.814964813
19063,233360.294162472
4207,193849.251380436
19178,211024.55292516
3517,276858.102370975
1558,350668.998367114
8547,187680.773812982
19235,326613.69692974
5265,500881.037034606
8772,246798.886101331
16421,164971.419482125
1273,185983.757660005
16036,279961.720545547
1202,64466.0315825898
9584,89899.8800059266
566,244122.620053988
18993,188211.188792663
3645,156583.332166978
13767,117764.221724622
8038,270886.46105688
2627,200332.779263202
15114,209143.238422887
13807,84516.2468160221
12780,82622.1337109315
3194,103009.242820001
6883,139309.280907179
14197,191082.847752908
18544,237072.687860507
7166,99233.3171649488
7389,157595.301270603
11574,201864.305582138
9272,303316.482206058
10408,244038.332454099
5695,259513.572929602
10017,103591.509235028
10915,118786.088090748
11940,149189.691971822
216,189399.382423877
11012,334457.490208777
7842,166453.489170876
9147,284939.038808411
10793,387635.327202547
9661,22410.407854774
10869,266267.875280684
20285,209278.243345123
7383,126053.785460467
19701,121462.090791569
2728,15624.9446819089
5765,167106.612136739
2073,25227.2001959628
15713,281467.219184935
17077,149262.617449822
8857,315865.467234021
7772,208184.535650532
17098,311667.743522754
10500,177954.3811419
12855,73050.2394872216
17491,213802.556777665
18279,430001.73600112
13774,241884.416125663
7075,232551.346336437
7690,254119.712639762
5366,369487.658732691
18072,435417.055973158
1480,159258.772618972
2414,123474.083800665
14027,223851.496069979
17967,318633.557666116
20473,251488.313199939
3216,94320.6059739486
3559,289866.494268624
4021,267251.862247019
11192,268038.431314406
16187,70995.189482001
9600,128073.929442068
58,138138.113592287
9007,346346.83409006
15549,139003.810017379
9116,221843.51706197
7057,210623.451450075
5572,248550.726275205
16812,229267.550167163
3544,311939.660765282
15475,215929.169222899
10406,455063.389481087
12601,108635.970622965
347,169801.991760462
7419,198369.122462865
4502,124424.303070486
12713,99451.4063017671
17866,376686.526881547
11810,17421.917524606
391,216680.06480673
12134,110198.289443048
5862,313469.986075718
15691,339393.416550408
1596,337025.990391265
11950,156234.46184705
11151,255077.140090245
8884,403557.576598978
18463,253247.035205924
12169,64101.0652768578
1702,233938.818037715
14414,277505.209001605
3550,304301.560348919
17316,232386.618044216
276,355898.534339021
826,230098.355434789
17861,286249.158569806
16272,79625.4443928217
20128,259244.433398912
11820,158040.71446577
6204,203116.495053452
17003,329954.451129408
15499,346733.420625681
18458,298985.105010438
15163,218721.74917
7190,191462.70437358
14358,375349.493686965
1259,161425.141074185
11774,99669.8869843681
4661,199024.175470396
1204,71229.1231149915
15913,268843.838586256
1434,252477.894954752
1937,177728.60206471
20215,261918.5631598
2526,88047.5554682786
9104,131400.606756281
13325,104461.209610778
383,258591.195541501
19035,127008.900229284
9371,635011.983931299
2152,87445.7477974514
20585,130008.794953693
5981,102997.822063003
9435,65128.3305844327
20143,191304.311390107
16750,242346.125003095
4051,446823.704124221
11283,240522.604399431
10426,332519.594382991
4811,161328.675811829
12901,109716.679276129
16449,111853.506718454
4704,362408.173195658
8131,184365.289800457
6955,230669.242045839
19947,72460.7746137381
12846,160741.357199765
6962,225126.335793753
19078,254258.799113273
10367,312058.022166302
4096,302948.72874616
8383,180963.960723565
13252,136523.229583717
12927,157976.110254835
7885,203785.389632474
18241,222458.902349723
1580,338140.732203236
17764,228780.634455729
17987,287978.82850815
14086,282919.690525014
1403,264746.655133525
1285,112050.37723958
419,327339.474223242
3603,259821.69762698
10728,503441.96407997
4114,283260.018736919
7902,254595.538689887
5449,235255.309744374
12522,120180.196225186
10404,301582.688672789
575,302228.934835322
14911,199609.453279865
6869,145750.414619645
16219,170130.668755294
17232,235829.53482266
15638,279955.914717775
10309,346086.221249643
4123,167415.010458664
113,285167.91338417
14682,238920.462186115
1862,145948.628776159
10605,318252.722948767
732,251049.267276501
11405,265767.269909282
7353,167781.21679352
3439,178096.625824196
7722,267022.498537031
18331,452863.627374407
13402,106620.676947842
14971,186928.901881885
13346,69616.1077047762
3261,105093.784416274
1156,86236.4130295443
10073,-33945.8063804425
13685,178806.594741129
12466,178122.477037883
15665,308264.670437429
11298,246481.741738611
7318,135934.377846717
9005,412809.087295344
7312,106946.589556444
11361,151533.674002204
15958,261302.895834721
7308,150746.187163651
15641,344884.840863518
9744,252393.21419283
12349,124668.349015851
6496,136957.666034777
3136,123753.317092141
7551,193101.932142476
1573,253080.563248558
18582,215874.946676634
8862,340579.560390559
708,263426.657614924
2023,58522.5709625692
12829,140510.737235278
9943,158883.420073727
14261,109996.480690059
12566,134407.176939716
1415,298224.06210309
12726,138122.824601727
3572,400185.688699906
17352,252353.364292001
14736,251412.29327155
7307,169427.161905364
5806,166414.470129497
7625,248555.290499286
17694,266743.963995448
10371,261925.000265912
3593,152735.472836338
8279,154075.26947866
356,269077.714182598
19192,262781.734861634
10858,135350.888602111
12464,167257.521570869
13910,99514.9082005802
16830,330792.933170469
6814,183214.607845049
680,248561.570624644
11250,198975.106379519
5844,201447.591775982
2608,168406.577511067
15515,210246.413423654
11280,275851.82221235
10049,101574.799583848
3879,292690.101684691
14502,220580.343889242
2636,174657.518241384
13653,107053.962683645
19482,113849.483896315
15942,250689.382688346
6341,171253.70738143
5761,257441.492462358
11958,71431.1093809311
1820,336323.484854715
20430,346124.300616357
2505,102932.966803133
19679,82154.4870207657
11360,97303.4114999918
20205,245498.922296557
12834,137456.800033684
17337,312072.295938904
2298,28087.2074377103
5306,456362.29997341
8387,288243.252088816
8952,163342.400980445
20173,232715.441446216
16767,249501.959307166
15619,414615.226810993
10864,186331.482027246
6688,178660.522160607
6610,157486.621812631
16438,127736.483333442
20406,334227.472472184
7604,170644.400991189
848,211079.995641641
11187,312328.657663992
4735,236011.148508363
2585,163734.027140992
14906,155708.756998396
10730,340928.744693256
18740,86671.6490312942
4054,246491.831298721
16700,192586.531651324
15198,322977.177889418
5669,224499.915057199
18411,244324.290981891
2700,46418.9466096219
15722,291545.848073344
13247,246916.240459429
7176,161462.292171012
11505,283908.507518521
1879,68431.0035079136
9580,76578.9342767627
3097,98805.375684558
19292,243838.978418325
15468,246220.691086147
4726,256753.707996827
15031,221643.497067676
10991,193037.252284407
11150,204540.322531295
16002,341160.750548771
9726,192122.879159996
10953,143474.186244176
13485,155753.499735689
17957,332443.417675994
16079,361222.012328975
6906,204194.292405603
14032,226049.226792476
14793,219781.02034997
15370,177396.517186608
12470,173287.213407241
5292,661320.124226048
4087,256195.299545206
4220,219566.76321582
17334,300012.713286529
5275,382784.992418425
673,253048.360697555
2401,60592.7737045538
11414,268746.329297307
7584,161391.513395092
11746,209501.871607433
36,163402.825294181
7470,197629.787576626
17451,369412.979908442
8593,261900.368884881
15034,234885.913164033
9178,236989.134112029
5580,217341.673286248
15487,210851.319248055
15948,239667.049813935
12996,125109.931745017
7942,212525.290771516
