"id","median_house_value"
19109,210673.09067781
17007,304979.376186061
1229,90443.3940388778
18154,266038.24918732
20519,72612.4970567712
4499,117072.112900159
16552,183835.814171986
5303,367986.491229646
7573,165994.240358128
6412,230596.47982681
19301,187994.699296926
15919,281948.752078176
6707,233208.348530724
20304,278950.304264664
11611,321492.399490319
5518,382025.29979702
8917,214002.982801591
14706,314479.681100127
9153,259789.924357256
8434,263433.392360499
6202,192630.268010682
16377,72208.0600713383
33,165774.088157997
15016,275033.299056226
18575,174968.220258229
2224,202320.456867283
2278,170768.256548398
10158,288119.202539806
13523,222102.898269179
6865,229531.61833589
4779,184991.780627558
2326,82517.9983065404
4132,166603.19114771
2800,3519.98585282413
5841,244120.898486474
6755,235814.757632793
4352,240465.44050325
2687,78020.8269489676
9725,248427.126341138
2232,140570.836252482
14030,221645.091670436
16859,240619.23296811
8994,297356.645145687
11828,127361.844562431
4289,157081.92868356
14228,210598.264992247
4473,167698.261318379
1539,343662.51289806
3717,193164.062420812
2900,67901.1585066121
15175,310896.348072907
9139,233350.124619808
14829,162293.463231824
20335,268285.610309397
8295,288487.186854925
11560,220521.969023369
16310,139700.417830979
549,252693.934492142
3789,177972.444613279
8230,214066.866002064
9068,170302.258338617
16345,186857.058165084
11143,190187.56631842
6792,191864.138107025
16538,113672.60274248
18540,224083.715189286
7741,202777.492025084
15497,289885.808270857
19339,213907.268633526
3341,141932.438426315
4655,205355.085896006
13465,88437.187279956
19936,97338.5213121983
11052,208482.610728051
17268,302046.199148176
10920,124768.087619642
145,228652.562293759
20583,172848.811523043
8353,291619.529492272
5873,258628.765896033
6851,220597.414783509
12535,78480.3429660091
2544,176979.11382677
3229,86389.8453009279
18798,95031.6089513839
16979,288885.397584535
4895,149230.26917285
9714,247046.863388583
10796,261727.089720256
206,154342.513022004
19641,127599.026740234
11931,172818.38660738
8902,298915.756132424
13723,52484.9083057419
19989,118559.201527518
13652,194087.892316072
2503,29042.0538633824
8681,219922.499260816
13057,93949.1156951041
7352,115112.835145473
4457,150169.213028154
6558,374454.662277417
5469,247628.581063558
12894,110498.837080708
759,259433.509940771
15820,193186.601318911
12217,208794.283368839
10399,269813.956952487
1518,267934.709172857
1163,63851.2757913098
6126,170783.836853829
20521,109556.471155065
1898,30454.7721161332
1118,73398.6723605732
10128,328475.003494244
8360,261094.48956385
10043,91898.2585831676
18350,73734.4917774096
2903,78706.8091664819
19184,216262.392798723
13578,105835.344328674
6234,181868.591182943
10266,254955.911614068
6517,40117.0203252169
7548,205109.769938219
13161,185775.441445526
10332,304812.245663947
16681,278478.15899175
2245,145394.703481807
4946,163237.570445031
6051,82992.9347921956
10592,284863.966754198
1911,81095.9528977813
785,274699.505223836
11027,287933.48544118
16043,234622.350020532
9082,2005.14289723493
11313,232132.019492546
6191,199221.455361281
18878,197994.651255166
18127,304933.383013024
7422,176457.05713343
11904,141478.087625804
11624,212868.697354819
3407,197875.755896049
5823,335886.801187904
17327,267451.391136147
1954,84014.8757430445
4027,287763.348513924
19387,125655.326278814
7756,217835.814717763
14747,202865.694143367
12804,210937.067922999
2868,102474.49959305
9443,84903.3952005698
9899,145183.388575561
3882,264097.470473905
16401,234559.894217089
146,301142.422421774
19221,184000.530946979
16871,295501.050337619
11907,160903.776558849
20209,351101.755774789
16999,353484.780967177
4971,131076.678876356
3347,8257.23150529154
3422,125918.530430804
18326,499813.598453067
16222,174104.225044101
546,319165.688096021
13026,113440.265253173
13010,130569.249801186
2997,143945.473603195
15123,244941.064819289
12614,187002.967337452
18055,397432.411386859
6038,85916.522578114
12968,104213.261416368
4448,155538.084087504
18771,61043.6905877442
11783,15549.0868437823
5452,304439.286372675
1741,165750.11775428
4949,138163.529735052
14434,205228.804929008
18062,488594.069250626
15858,271373.363624878
13591,63289.7360505449
17758,267455.073642515
3157,69481.7742151379
11128,151138.571098638
10350,340786.213089326
2394,111258.196253205
16007,361812.980382878
15914,232972.159877594
16081,296108.108480799
13339,164749.972449348
85,149304.487306997
7562,141795.671663479
17080,273269.491413934
6379,306476.278536422
17446,255912.856049272
12018,125979.675311064
17502,201926.333362399
8046,250616.869591248
11681,227127.016889109
13959,238808.160708164
4370,248076.076788351
2198,42705.751255228
726,205802.02572251
11838,88484.3461299588
7358,79860.288669124
13589,88519.0156682885
8833,298061.348501597
10486,298105.1956
2205,190289.365542816
10045,104642.569506634
16668,232371.859569414
20582,138922.648809071
13267,130547.823157812
10025,48357.0514275697
18691,267390.866863921
5535,327591.621252889
4438,152682.467944349
7001,193764.265841999
12584,57564.4226673175
9215,66023.2299816521
17272,289327.854189055
7641,260667.850412232
13594,70017.0625403203
19589,158319.385689796
10890,284689.325029278
6142,145849.43220999
15284,266774.829393858
18290,316752.064252688
19063,233512.132714937
4207,193309.303528106
19178,211036.384914049
3517,276864.012338907
1558,350048.094808232
8547,187462.52715071
19235,326568.685406436
5265,502283.333280219
8772,247101.953737162
16421,162921.464032088
1273,186121.98658035
16036,276578.026289261
