"id","median_house_value"
19109,200079.1
17007,310009.863833333
1229,118856.2
18154,323602.068333333
20519,79088.9833333333
4499,138777.533333333
16552,177905.216666667
5303,476240.268666667
7573,134549.383333333
6412,328765.076
19301,221244
15919,256062.84
6707,239493.6
20304,293239.322333333
11611,341093.844333333
5518,474627.612833333
8917,301706.555
14706,283536.666666667
9153,218446.85
8434,242952.121666667
6202,178505.166666667
16377,111693.483333333
33,114055.066666667
15016,147899.633333333
18575,165818.966666667
2224,153637.433333333
2278,120114.333333333
10158,297762.472
13523,180242.733333333
6865,233328.8525
4779,159879.664
2326,108594.7
4132,203857.8
2800,63773.8333333333
5841,270438.719166667
6755,257268.278666667
4352,400377.404333333
2687,76400.4333333333
9725,203273.706666667
2232,110509.683333333
14030,187969.036666667
16859,269166.193333333
8994,300365.946166667
11828,176877.066666667
4289,243637.9
14228,121738.683333333
4473,161096.305
1539,390824.378333333
3717,210160.666666667
2900,54388.5833333333
15175,247534.933333333
9139,267756.289333333
14829,111052.683333333
20335,235604.333333333
8295,351804.800833333
11560,199685.2
16310,153491.65
549,246599.614
3789,201931.712
8230,144243.933333333
9068,141180.406666667
16345,171321.566666667
11143,188291.26
6792,201698.366666667
16538,143237.683333333
18540,226143.25
7741,193775.616666667
15497,257207.144333333
19339,197182.766666667
3341,101173.95
4655,259686.174
13465,86157.7333333333
19936,85164.0166666667
11052,196657.483333333
17268,316183.55
10920,163375.133333333
145,215826.833333333
20583,119977.288333333
8353,266654.367666667
5873,241399.123333333
6851,234088.033333333
12535,110036.35
2544,90954.5666666667
3229,61355.0166666667
18798,83592.75
16979,286898.665
4895,122100.333333333
9714,198705.116666667
10796,395155.185833333
206,123461.166666667
19641,117550.816666667
11931,136703.783333333
8902,466144.885
13723,86591.6166666666
19989,90931.4
13652,116275.783333333
2503,58126.15
8681,241345.533333333
13057,111640.083333333
7352,183855.4425
4457,162417.633333333
6558,442105.999333333
5469,342177.837333333
12894,170187.05
759,194909.6
15820,220121.692
12217,215650.040833333
10399,284740.728666667
1518,196954.55
1163,78791.3166666667
6126,168475.816666667
20521,76525.95
1898,93126.0833333333
1118,92782.2666666667
10128,353342.241833333
8360,167862.5
10043,114551.55
18350,362713.125666667
2903,75421.6
19184,199268.073333333
13578,75193.5666666667
6234,171465.3
10266,235505.566666667
6517,159583.566666667
7548,142670.466666667
13161,151942.933333333
10332,267538.7685
16681,259659.125
2245,110113.55
4946,159995.333333333
6051,128215.316666667
10592,314053.249333333
1911,112649.483333333
785,203564.333333333
11027,299812.584
16043,251658.733333333
9082,160846.783333333
11313,183819.966666667
6191,181208.066666667
18878,139831.883333333
18127,316415.831166667
7422,158449.45
11904,109047.633333333
11624,192838.283333333
3407,202164.55
5823,406995.376666667
17327,325750.641666667
1954,109714.266666667
4027,316056.58
19387,86340.2833333333
7756,199804.166666667
14747,144452.116666667
12804,182708.645
2868,77020.2666666667
9443,109549.05
9899,178088.075833333
3882,219205.3
16401,178832.821666667
146,298047.183333333
19221,183244.766666667
16871,341820.7965
11907,123077.116666667
20209,362029.897666667
16999,400862.557333333
4971,140501.860666667
3347,67604.9833333333
3422,167461.466666667
18326,500001
16222,208787.683333333
546,349171.498333333
13026,151771.2
13010,136971.3
2997,95375.0833333333
15123,175071.83
12614,150721.183333333
18055,422002.234166667
6038,114968.75
12968,129178.1
4448,148504.1
18771,66526.65
11783,121164.1
5452,351711.406166667
1741,121132.9
4949,145900.183333333
14434,224942.5
18062,499693.2425
15858,245038.256666667
13591,71906.8
17758,224073.716666667
3157,65346
11128,168737.733333333
10350,300358.995666667
2394,109067.383333333
16007,437183.658166667
